gene_id	colors
LINC00965	pink
SPATA18	turquoise
SPSB2	grey
LMTK3	pink
MAP3K14	pink
IFT22	green
LOC100505478	pink
KIAA0485	red
ARID3A	brown
LOXL2	blue
GTPBP4	turquoise
IL13RA1	midnightblue
BZRAP1-AS1	purple
LOC340178	pink
NBL1	black
INPP5A	turquoise
HIBADH	midnightblue
TMEM262	tan
CUL4B	turquoise
CUL2	turquoise
TTC31	brown
SLC35D2	brown
LRPPRC	turquoise
SLC35E2 /// SLC35E2B	brown
MARK4	grey
GATC	magenta
SEC11A	turquoise
SEC31B	red
CCT6P1 /// CCT6P3	turquoise
BCL2L12	turquoise
TFAM	turquoise
CUTC	blue
RP11-222K16.1	magenta
ASPM	turquoise
HBS1L	turquoise
ADD3	grey
GCLC	brown
GABPA	turquoise
C7	blue
GARS	green
LRRC37A /// LRRC37A2 /// LRRC37A3 /// LRRC37A4P	tan
CCDC53	grey
AIFM2	yellow
AF131215.4	red
DPYD	brown
HTATSF1P2	grey
KDF1	black
LOC729506	pink
ORC6	turquoise
LOC102724364 /// SEC22B	midnightblue
ASPH	green
GPRC5C	yellow
NUP50	turquoise
LOC729083	brown
TMEM147	turquoise
LOC100507540	brown
YTHDF3	turquoise
SLC25A25	yellow
COLGALT1	blue
CCDC117	turquoise
CEP120	midnightblue
LOC100652911	pink
CES1P1	tan
FAM45A /// FAM45B	yellow
SLC33A1	midnightblue
UTP20	yellow
NFKB1	blue
BLK	purple
SDCBP	turquoise
DTX1	pink
TCIRG1	green
LHFPL3-AS2	red
MYRIP	yellow
DEDD	turquoise
PDE2A	blue
FAM60A	yellow
TDRG1	pink
ERBB3	magenta
ZNRF2	turquoise
ZNF565	grey
IFNL2	black
AB074162 /// MIR181A2HG	red
COX5B	turquoise
CD1B	pink
NRP1	blue
LINC00265 /// LOC101929038	red
ZNF211	grey
LOC102723692	grey
GLULP4 /// GLULP4	turquoise
SNX20	purple
LHFPL4	pink
OSBPL7	brown
CEBPE	tan
HP	blue
NDUFA9	turquoise
THAP1	blue
VASN	blue
RAMP2	blue
PNRC1	blue
IFT46	turquoise
LOC101928927 /// SNHG15 /// SNORA9	green
FNDC7	pink
NSRP1	turquoise
BBC3 /// MIR3190 /// MIR3191	tan
TUBB3	green
APOBEC3C	blue
LAMC3	blue
BREA2	tan
SRPX2	blue
LASP1	black
JMJD1C-AS1	grey
GLIS2	blue
KRT8	turquoise
CA3	brown
GHITM	turquoise
HAVCR1	yellow
IER5	blue
VNN3	blue
RFWD3	turquoise
LINC00857	brown
IGF2R	blue
AMPD2	blue
ATP9A	magenta
EGFL7	blue
GYG1	blue
DARS2	yellow
WARS2	yellow
ABHD4	black
EPPK1	greenyellow
TPBGL	pink
LOC101928669 /// LOC101930100 /// LOC644450	pink
TMEM126A	midnightblue
MIR4657 /// PURB	turquoise
SUPT16H	turquoise
ABL2	green
PAIP2B	turquoise
UBTD2	brown
CKS1B	turquoise
BTAF1	turquoise
LOC100132005	pink
NIPSNAP1	brown
LRRC8A	green
ZNF23	turquoise
CMTM6	yellow
PLEKHA2	purple
MOK	turquoise
SVIL	turquoise
ZNF302	lightcyan
PRKAG2	brown
HUS1	turquoise
SLC25A48	magenta
TAF15	lightcyan
MT4	grey
ANKRA2	turquoise
CDC37P1 /// CDC37P1	tan
LOC100506473 /// RP11-332H14.2	pink
ASB9	turquoise
SNRNP27	turquoise
CARD8	blue
RP11-50E11.3	black
LOC100130456	pink
SPSB4	black
TRMT2B	red
ATP6V1G1	yellow
PNPO	magenta
LINC00959	grey
ZNF767P	red
CRLF2	pink
RFX5	brown
SCO2	yellow
ARHGAP44	magenta
DNAJB14	lightcyan
SOCS2	blue
CHCHD7	midnightblue
GSTA4	red
PPP1R15B	turquoise
SCARNA17	brown
LINC00886	grey
ANXA2R	grey
ECSIT	turquoise
FBXO17	pink
RHOB	green
BC069804 /// SMAD1	red
TMEM88	pink
SLC35B3	greenyellow
DTX2 /// LOC102725292	grey60
SIGLEC9	blue
EXO1	yellow
EFNA4	greenyellow
FRZB	grey
ZNF780A /// ZNF780B	turquoise
IQSEC1	blue
ARF1	red
CRYAA	black
ZBED8	turquoise
IGFALS	tan
DDX60L	grey
PCID2	turquoise
SEPSECS-AS1	brown
KCNG1	black
MINA	turquoise
ANKRD13C	turquoise
RPA4	grey
GPATCH1	turquoise
SH3BP5L	brown
SWSAP1	turquoise
ACHE	grey60
METTL1	turquoise
SLC25A51	brown
POLD2	turquoise
TCAIM	turquoise
NTM	black
ZNF625 /// ZNF625-ZNF20	turquoise
SRPK1	turquoise
HAUS7	turquoise
ZNF101	blue
OSGEPL1	turquoise
ST6GALNAC2	green
RBM43	red
PAWR	yellow
APP	yellow
PIP4K2C	yellow
ZNF239	turquoise
FSTL1 /// LOC101930453	pink
CLIP4	blue
SYNJ2BP /// SYNJ2BP-COX16	turquoise
LOC100130987	yellow
ACTR3C	greenyellow
FASTKD3	midnightblue
OFD1	lightcyan
FCAR	blue
POLR2J /// POLR2J2 /// POLR2J3 /// UPK3BL	red
EFR3A	brown
ESYT1	blue
FAM210B	grey
DCLRE1B	yellow
HAUS4 /// MIR4707	turquoise
RMI1	turquoise
LINC00943	tan
ORC3	turquoise
MIR6513 /// TMBIM1	grey60
PCDHGA10	pink
TRIL	brown
HAL	blue
MBLAC1	magenta
DBR1	turquoise
CMTM7	purple
TRMT5	yellow
LOC100505549	purple
TXNDC9	turquoise
C9orf41	midnightblue
MIR6845 /// NRBP2	red
RCAN3	turquoise
PHC1	blue
LOC101926915	pink
ADAMTS12	blue
PHLDB1	pink
NPC2	turquoise
CDK10	brown
NCRNA00185 /// TTTY14	grey
WDR77	turquoise
CYB5R3	blue
RB1	turquoise
DCXR	yellow
TMEM53	greenyellow
LIFR	blue
RP1-39G22.7	turquoise
GK-AS1 /// GK-AS1	pink
PRKY	blue
CDC40	turquoise
LGALSL	greenyellow
CEBPZOS	turquoise
HP /// HPR	turquoise
POLR2G	turquoise
SNHG7 /// SNORA17 /// SNORA43	brown
DDX11 /// DDX12P /// LOC642846	pink
LOC101930301 /// LOC101930303 /// TRIM16L	yellow
WSB1	grey
CEMP1	tan
ULK1	black
REXO1	tan
CENPL	turquoise
PFN1	turquoise
NUP98	blue
EXOC2	turquoise
CSK	grey
AC010145.3 /// MYCNUN	black
HOXA-AS3	turquoise
CD3EAP	grey
LINC01119	pink
GPR27	blue
TMEM230	turquoise
SLC39A7	green
TMEM178A	brown
ZFP3	magenta
CIR1	midnightblue
KCTD1	yellow
PARVG	purple
AQP5	brown
CDKN2C	midnightblue
LOC284600	pink
FBXL20	brown
EPHB2	turquoise
KBTBD4 /// PTPMT1	turquoise
BFAR	yellow
NBPF10 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF20 /// NBPF8 /// NBPF9	blue
SNRNP35	turquoise
CYSTM1	grey
CEACAM3	green
ADCY9	black
AK021537	pink
LOC80154	magenta
HMGA1	grey60
FAM220A	turquoise
TMEM151A	tan
CAP2	blue
ALPP	brown
RP1-20C7.6	pink
TRIQK	turquoise
LRRC6	brown
ZSCAN18	pink
PRKRA	lightcyan
MATK	brown
PLCXD2	brown
PCBP1	turquoise
HOXA6	magenta
APEX1	turquoise
XPO1	lightcyan
SEMA6C	black
HES6	magenta
TRDV3	brown
FAM110A	black
TMCO6	grey
FBXO45	yellow
CDCA2	turquoise
FXYD1	grey
STAT5A	blue
MFSD3	brown
ALPL	blue
GFM1	turquoise
POLI	blue
ZNF669	pink
OPTC	black
ZSCAN29	lightcyan
TMOD1 /// TSTD2	yellow
MBNL2	turquoise
HEPH	magenta
CCZ1 /// CCZ1B	turquoise
LOC101927166	red
TMEM200B	blue
WASH1 /// WASH2P	brown
LSM7	turquoise
TBCB	turquoise
RELN	brown
COL9A2	pink
MOCS1	brown
HGD	greenyellow
SRPR	turquoise
COL9A3	blue
SEC24A	midnightblue
SYPL2	grey
GOT2	turquoise
TATDN1	turquoise
PRMT1	turquoise
DDX6	yellow
UAP1	turquoise
NFE4	blue
CORO1B	grey60
RRNAD1	black
KLC1	blue
CKAP4	yellow
CDX1	yellow
TMEM160	turquoise
NPFFR1	pink
MYRF	brown
FAM171B	blue
LOC100506122	pink
PKD1P1	grey
TRIM32	brown
TM2D2	green
COX14	magenta
HELLS	turquoise
TXNL4A	turquoise
RARA	brown
ZMAT3	grey
TOM1	brown
SRSF3	turquoise
EEF1D	turquoise
ZFYVE19	brown
ZNF275	blue
MAVS	yellow
FZD9	pink
MED29	turquoise
TRPC6	blue
ZNF222	turquoise
RNF157	magenta
CDC37L1	turquoise
METTL7A	red
FATE1	pink
KRBOX1-AS1	pink
MMAA	turquoise
PELI2	brown
TMEM176B	black
TICAM1	greenyellow
METTL8	yellow
PALMD	blue
CYB561A3	black
TUBB4B	yellow
NDUFAF7	lightcyan
GSDMD	cyan
RPL36AL	turquoise
NUPL1	turquoise
LOC101930075 /// LOC102724993 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1P1	red
DNAJC15	greenyellow
PHGDH	grey
ITIH2	tan
CECR5	turquoise
TSN	turquoise
CNTFR	black
MROH6	grey
ARL1	turquoise
TFPT	grey
STXBP5	greenyellow
LOC339166 /// WSCD1	black
SPPL2A	greenyellow
RP2	turquoise
TP53I13	brown
TMEM116	brown
FBXL4	turquoise
POLD1	pink
ZNF861P /// ZNF861P	pink
GPRIN3	grey
FFAR3 /// GPR42	blue
ZDHHC9	brown
STC2	blue
NOL8	turquoise
IL6R	grey
BAK1	turquoise
ATM	blue
FAM126B	turquoise
ANAPC10	turquoise
SNRNP200	blue
TGM6	black
FXYD2 /// FXYD6-FXYD2	tan
PAPPA	blue
PLA2G3	green
PLK4	turquoise
FAM96A	midnightblue
STX1A	brown
KLF5	greenyellow
EIF2S1	turquoise
CYGB	blue
ZNF324	red
LOC101928626	pink
OVOL3	pink
ITPKC	tan
MIR6789 /// PLEKHJ1	black
PRKCSH	grey60
SOX17	blue
RP11-166P13.4	pink
PHEX	brown
SCRN2	brown
PAICS	turquoise
LOC101926963	brown
KDM2B	blue
IFT57	turquoise
UBE2A	turquoise
FBXO46	yellow
SORBS3	black
FUZ	tan
CYP20A1	turquoise
C3orf52	yellow
PSMD6-AS2	red
DIO2-AS1	pink
CSF2	blue
IDI2-AS1	turquoise
IRF9	cyan
ALG5	turquoise
KRT15	grey
ACRBP	brown
ADIPOR2	turquoise
TARBP1	lightcyan
ATIC	turquoise
RABL2A /// RABL2B	turquoise
MYO6	greenyellow
GRPR	pink
ADRBK2	purple
PPIC	turquoise
TDRD7	greenyellow
CADM1	blue
LOC284912 /// MB	pink
IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31	turquoise
LOC101928881	magenta
FBXW5	black
TRIM56	red
SSTR5-AS1	magenta
MAGED1	green
NTSR2	pink
EFNA3	grey
PREP	turquoise
NPHS2	pink
RAB11FIP2	blue
SLC25A44	brown
HAR1A	magenta
LGALS8	turquoise
SMAD1	yellow
LOC100652770	greenyellow
ZNF417 /// ZNF587	lightcyan
RB1CC1	brown
HPN	grey
CCDC151	pink
ZNF264	red
MTPAP	turquoise
MTMR4	brown
TMEM8A	grey60
RNA45S5	grey
LOC100507670	pink
STK38L	turquoise
GPA33	yellow
LOC101927537	pink
SLC9A7	grey
AP1AR	greenyellow
SHQ1	turquoise
RP11-1078H9.6	pink
AP000525.9	red
CDKAL1	turquoise
PRPF38A	turquoise
LOC100287525	pink
ANKMY2	brown
AHNAK	turquoise
INPP5D	purple
EGFLAM	blue
NUDT11	blue
LOC101929118	pink
TMCO3	midnightblue
CNTNAP3 /// CNTNAP3B	blue
ALDOAP2	pink
EP300	turquoise
HNRNPDL	turquoise
HNRNPA0	turquoise
KIRREL2	black
RPS6KA2	blue
TBC1D27	pink
PCGF5	greenyellow
ACAD8	turquoise
GALNT9	tan
DUSP22 /// LOC100653247	grey
ADAP1	black
NDFIP1	brown
TPP1	brown
LRRC23	grey
DGCR11	yellow
TMPO	turquoise
SLC6A16	red
SLU7	turquoise
TSEN15	turquoise
SNHG9 /// SNORA78	blue
ASH1L-AS1	magenta
ENO1	turquoise
KRT19	green
CLHC1	turquoise
OR7E111P /// OR7E111P	pink
MIR10A	red
AF086184	pink
NPM1	turquoise
SNPH	green
LOC100506248 /// LOC728026 /// MIR1244-1 /// MIR1244-2 /// MIR1244-3 /// PTMA	turquoise
TIGD3	black
SRRM2-AS1	pink
SNHG6 /// SNORD87	turquoise
GSE1	yellow
LOC102606465	blue
SIRT6	yellow
LOC100129447	red
LRRC37A4P	grey
ABCC3	grey60
USP30	magenta
ASPDH	black
VRTN	tan
TMEM150B	pink
SIT1	purple
PDE8A	turquoise
LEPROTL1	turquoise
SETD6	grey
UQCRFS1	turquoise
IL16	purple
RRAS	grey
DNPH1	brown
PLCH1-AS1	pink
HMGB2	turquoise
POP5	turquoise
PSMD14	turquoise
MRPL21	turquoise
AMDHD2 /// CEMP1	brown
ZFAT	brown
RP5-894A10.6	grey
HIATL2	turquoise
C5orf22	turquoise
CAPN15	black
CXXC4	brown
IQCB1	turquoise
DNAJC7	turquoise
PPAPDC2	magenta
ACER3	yellow
ATL2	midnightblue
DCUN1D4	turquoise
TTC37	turquoise
TMEM95	pink
FAM57B /// LOC100996332	tan
GPR155	blue
IFRD2	turquoise
SH3RF2	magenta
SHANK3	blue
BOLA1	magenta
FOXD1	grey
ZNF862	red
PSME4	green
XPC	brown
NCKAP5	brown
LILRA4	tan
LOC100506858	pink
HSPB6	pink
EPHB3	yellow
CRBN	brown
FBXL19	tan
WDR46	turquoise
TUSC1	turquoise
SPRY4-IT1	magenta
ZNF622	turquoise
CHL1	blue
FLJ31715	brown
FRAT2	turquoise
SMARCE1P2 /// SMARCE1P2	tan
C7orf73	turquoise
SPRR3	grey
C8orf59	turquoise
LOC284837	grey
RASGRP3	blue
MAP9	green
RP11-173M1.8	grey
GRPEL1	turquoise
KRTCAP3	turquoise
BRI3BP	turquoise
LOC101927507	tan
WWP1	turquoise
ZNF295-AS1	pink
CLUHP3 /// ZNF720	black
C15orf52	yellow
CNOT10	turquoise
FICD	grey
SUZ12P /// SUZ12P1	red
GOLGA8A	grey
ATP6V1C1	turquoise
VKORC1L1	turquoise
P4HA1	blue
RALGPS2	green
WHAMM	turquoise
S100A16	green
AMT	magenta
FLJ42627	red
C12orf56	red
LPIN1	green
LBP	blue
LRRC37A2	red
NHLRC3	turquoise
ESCO1	grey
MICU3	blue
KLLN	pink
CTC-428G20.3	turquoise
GPC4	turquoise
BCCIP	turquoise
ASB12	pink
LIPA /// LOC101926887	grey
RAB5A	turquoise
PITPNM1	grey60
WDPCP	red
GOLGA2P7 /// LOC101929479 /// LOC642423 /// LOC727751 /// LOC80154	grey
SHKBP1	grey
ESRRA	brown
RBP1	brown
HSDL1	turquoise
MARK2	turquoise
ANAPC4	turquoise
MERTK	brown
GLUD2	midnightblue
NUDT16	tan
AHCTF1	turquoise
GTF3A	blue
COMMD2	turquoise
MANEA	blue
AL832909 /// LINC00984 /// LINC00984 /// LINC00984	yellow
DYRK4	turquoise
STAG3	purple
BLOC1S5 /// EEF1E1-BLOC1S5	grey
TRIB1	green
LINC00847	grey
ZNHIT3	grey
ZCCHC5	brown
RP11-199F11.2	lightcyan
GGT5	blue
HENMT1	turquoise
C6orf203	turquoise
MRPL45	turquoise
CDK2AP2	turquoise
RP1-30M3.5	lightcyan
LINC00277	pink
SMC3	brown
SRXN1	green
RP13-270P17.3	red
ALPP /// ALPPL2	tan
ORAI3	pink
PAFAH2	brown
GRIPAP1	turquoise
N4BP2	turquoise
AGAP2-AS1	blue
LOC285178	grey
PTPRO	yellow
PFKL	black
HSH2D	blue
LIME1	pink
EPHB6	tan
AP1G1	turquoise
OR4D2	pink
BLOC1S6	blue
TAF5L	turquoise
LOC101929857 /// LOC101929864 /// SLX1A /// SLX1A-SULT1A3 /// SLX1B /// SULT1A3 /// SULT1A4	brown
NUMB	grey
EI24	turquoise
VAMP5	cyan
RP11-395B7.7	grey
SLC39A11	magenta
C11orf83	turquoise
CENPQ	turquoise
AK125860 /// RP11-582J16.4	tan
MRPS25	turquoise
MTFP1	yellow
LSM6	turquoise
LOXL3	blue
ORAI1	blue
INSR	grey
LYRM1	turquoise
MSH5 /// MSH5-SAPCD1 /// SAPCD1	grey
SLC1A4	green
SAT1	brown
GGT1 /// GGT2 /// GGT3P /// GGT8P /// GGTLC1 /// GGTLC2 /// LOC100132705 /// LOC102724197	brown
ASNSD1	blue
LOC101928921	pink
C17orf67	grey
NPIPA1 /// NPIPA5 /// NPIPB15 /// NPIPB3 /// NPIPB6 /// PDXDC2P	brown
TP53TG3 /// TP53TG3B /// TP53TG3C /// TP53TG3D	pink
RPA2	blue
AASDH	lightcyan
IMPACT	turquoise
SMOX	brown
HNRNPA1P3 /// HNRNPA1P3	turquoise
ARHGAP12	greenyellow
ANKRD46 /// GAPDHP62	magenta
DSP	greenyellow
ZNF608	brown
MRPL35	turquoise
SRCRB4D	tan
B3GNT7	grey
TYMSOS	turquoise
NBPF4	brown
PARP2	turquoise
GSDMB	greenyellow
LPXN	purple
IFT172	greenyellow
LINC00657	turquoise
CTB-174D11.1	black
GUF1	turquoise
SEPT12	black
TMEM260	lightcyan
DNM1	blue
REM2	pink
KNCN	pink
ITPK1-AS1	red
RAVER2	magenta
TRAF5	blue
SLC27A1	blue
CSNK1E /// CSNK1E	blue
SCAMP2	black
RWDD3	turquoise
TIFAB	grey
PEX1	turquoise
ZFP62	turquoise
MORF4L1	turquoise
SHE	blue
ODF3L2	grey
LNP1	pink
SHD	greenyellow
GAREM	greenyellow
FAM114A2	midnightblue
UGCG	grey
PLEKHA6	yellow
RSRC1	turquoise
ADH5	turquoise
FKBP8	black
IL17RC	brown
CPD	midnightblue
HIST1H2AM	yellow
DBNDD1	grey
LTB4R2	grey
LOC728730	brown
NDFIP2	greenyellow
PJA2	turquoise
SPATA21	tan
DPM3	turquoise
ARID4B /// RBM34	turquoise
CLN3	yellow
ZNF321P /// ZNF816-ZNF321P	red
CCDC50	blue
MRPS18A	turquoise
MYCT1	blue
ZZEF1	black
CWC27	grey
COX10-AS1	pink
FBXO8	midnightblue
ZFP57	brown
CD164	turquoise
CBR4	lightcyan
PRADC1	magenta
TMEM253	pink
RFNG	black
GVINP1	blue
CHCHD1	turquoise
GAN	yellow
WWC2-AS2	tan
NLK	turquoise
SMC5	yellow
LOC101930324 /// NSF	turquoise
GPRASP1	blue
CCDC152	red
RP5-1061H20.3	tan
RUNX1-IT1	blue
PCTP	yellow
MRPS21	turquoise
SNORA71B	grey
SKA1	turquoise
RPS17P5 /// RPS17P5	turquoise
ECHS1	black
FDX1	brown
FBXL15	black
NFIC	blue
ACBD6	turquoise
TMEM63C	tan
AC012360.6	pink
AGPAT4-IT1	pink
CTD-2269F5.1	pink
SIKE1	turquoise
RTN4R	black
RAP2C	blue
VAMP2	black
KLHL11	pink
PCDHB10 /// PCDHB9	blue
TMEM51	grey
MRPS35	turquoise
NPHP3	lightcyan
TRMT1L	turquoise
MRPL16	turquoise
PNO1	turquoise
ETS2	turquoise
MRPL46	turquoise
RASA1	turquoise
RHBDD2	brown
B4GALT1	yellow
LOC100505715	grey
IGF2 /// INS-IGF2	blue
THAP8	black
MKNK2	black
PRDX1	brown
SOAT1	turquoise
GBF1	black
HSCB	turquoise
LOC101928476	pink
ZNF383	turquoise
FGL1	brown
LOC101060553	pink
PLEKHN1	tan
FAM107B	yellow
RP11-395N3.1	pink
SPTBN2	tan
LINC00263	yellow
C10orf82	pink
UBXN10	yellow
IL12B	blue
DDX55	turquoise
CCM2	blue
SYT2	pink
RP11-121C2.2	turquoise
TTYH3	brown
CTD-3028N15.1	tan
KRTAP17-1	pink
ERF	brown
GPR144	tan
CLEC2L	tan
TMEM52	black
OR7E12P	red
WFS1	blue
FAHD2A	brown
SEC24B	turquoise
NHSL1	greenyellow
EDEM2	turquoise
HAGH	brown
MOB4	turquoise
KCNF1	tan
NHEJ1 /// SLC23A3	yellow
ADRB1	brown
LOC100505711	pink
UBXN11	grey
RPS27L	grey
MMEL1	magenta
GOLIM4	grey
ATP5G3	turquoise
ATP5F1	turquoise
LRRC16B	tan
NAE1	turquoise
MCF2L-AS1	yellow
PRPH	pink
RIT1	blue
PLB1	brown
OR7E47P	yellow
EAPP	turquoise
IGSF8	black
NUDT16P1	magenta
MTERF2	turquoise
BD495725	red
PDCD2L	turquoise
PRR26	magenta
RAB38	grey
LOC100506119	grey
ZNF292	brown
CEP72	yellow
CSMD2-AS1	pink
ACAP2	turquoise
BNC2	blue
PQBP1	midnightblue
MRTO4	turquoise
GOLM1	yellow
RBPMS2	grey
RPS6KB1	turquoise
LRRC42	green
TTC3 /// TTC3P1	yellow
CXorf51A /// CXorf51B	pink
SP1	tan
PKLR	black
JOSD1	turquoise
THUMPD2	grey
VPS9D1	blue
IGHA1 /// IGHD /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31	blue
PIGH	midnightblue
PLCB1	blue
ANKRD20A11P	magenta
SPIRE2	yellow
B3GNT2	turquoise
FSD1L	brown
DRAM2	turquoise
DKFZp779M0652	black
MT3	greenyellow
C9orf3	turquoise
SP6	grey
RAB33A	blue
CCDC126	midnightblue
RP11-1069G10.1	pink
TGM5	pink
BRI3BP /// THRIL	greenyellow
SPR	yellow
LKAAEAR1	pink
RRP9	turquoise
TBPL1	turquoise
BCL11B	magenta
KRT75	pink
ANP32A-IT1	red
LMNTD1	pink
SF3B4	pink
IL10RB	greenyellow
TNFRSF13C	pink
SYTL4	yellow
MRPL37	turquoise
LPPR4	blue
LRRC49	yellow
NR1I3	black
BEND3	yellow
POLR2J /// POLR2J2 /// POLR2J3 /// POLR2J4 /// UPK3BL	turquoise
TMEM128	turquoise
RP11-196G18.24	turquoise
ERN2	yellow
TSPAN18	blue
MPLKIP	turquoise
CDC42BPB	red
RPS4XP2 /// RPS4XP2	grey
SCN9A	greenyellow
BRIP1	turquoise
FAM186B	tan
VMO1	blue
WDR36	turquoise
TBC1D19	turquoise
LOC101929842 /// PGA3 /// PGA4 /// PGA5	grey
DNAJC9-AS1	pink
GAA	grey
ETFA	turquoise
FAM106A	red
GRK5	brown
PLIN4	black
ARPP19	green
LOC102725451 /// TPTEP1	red
BC052775 /// FNTB	red
C1orf64	tan
CELF2	blue
ENOSF1	lightcyan
GNB1	brown
RP5-1039K5.16	grey
ANKRD27	yellow
C2orf69	turquoise
C19orf70	turquoise
RSPH10B /// RSPH10B2	turquoise
JADE1	brown
MIR5193 /// UBA7	black
HTRA4	red
GLTSCR2	tan
ERCC6L	turquoise
SF3B5	turquoise
MGC40069 /// TRAC /// TRAJ17 /// TRAV20 /// TRDV2 /// YME1L1	purple
CSTF1	turquoise
HECW2	blue
LOC102723990 /// TMEM53	greenyellow
HYOU1	turquoise
ADM5	blue
DVL1	grey
LINC01142	pink
SMIM22	greenyellow
PGPEP1	brown
RP6-201G10.2	red
RP11-349E4.1	pink
UTP3	turquoise
TRIM63	magenta
GADD45G	greenyellow
IL23R	yellow
TNFRSF18	blue
AADAT	yellow
LPCAT2	yellow
TMEM187	brown
FAM3A	black
SHBG	black
KCTD13	black
LOC102724362	magenta
UQCRC1	yellow
MRPL36	turquoise
NDUFA3	magenta
NDUFAF1	blue
RGS10	purple
OR5I1	pink
SLC25A45	brown
PSORS1C3	grey
TIPRL	turquoise
RP11-272D12.1	tan
ZKSCAN1	red
COL23A1	blue
SPTLC3	magenta
SNAPIN	turquoise
DBNDD2 /// SYS1 /// SYS1-DBNDD2	turquoise
BBIP1	turquoise
ZFAND3	midnightblue
FBLL1	tan
MST1L	grey
KIR2DL5A	black
ZNF708	grey
LOC143188 /// VTI1A	pink
BV03S1J2.2 /// IL23A /// TCRB /// TCRVB /// TRBC2 /// TRBC2 /// TRBJ2-7 /// TRBJ2-7 /// TRBV19	grey
LINC01023	tan
NKX6-1	tan
HYPM	green
CLYBL	magenta
NMB	blue
SRP72	turquoise
DNAJA3	turquoise
ATAD3C	tan
PPP1CC	brown
CRELD1	turquoise
PLA2G4F	pink
TOMM40	turquoise
KIAA0895L	turquoise
CEP85L	purple
FHDC1	magenta
OPTN	greenyellow
MAN2B2	green
C1orf131	midnightblue
HARS /// LOC101928623	yellow
DYNC1I2	turquoise
COA7	yellow
GDF9	pink
TONSL	brown
SMC4	turquoise
LOC158960	pink
PROSER1	turquoise
ANXA2	green
RBM12	turquoise
LOC646482	pink
SDE2	turquoise
RP11-468E2.5	magenta
TRIM34 /// TRIM6-TRIM34	midnightblue
CX3CR1	blue
MIR34A	grey
CST1	blue
DYNC1LI2	turquoise
LOC101928082 /// SH2D6	grey60
HSPB8	blue
PTPN14	blue
RASSF1	blue
CCDC51	green
LOC102724782	pink
XRCC3	tan
CHKA	grey
RP11-471B22.2	pink
CRB3	turquoise
FIP1L1	turquoise
TTLL1	grey
TNFRSF25	greenyellow
UVRAG	blue
RNF167	black
RP11-812E19.3 /// RP11-989E6.3 /// SLC6A10P /// SLC6A8	pink
TMEM44	yellow
EXOSC5	turquoise
C19orf48 /// SNORD88C	turquoise
BBX	grey
ASXL1	brown
XIAP	turquoise
GIN1	grey
HNRNPA1	turquoise
KIFC1	turquoise
NAPRT	black
TACC3	turquoise
NBPF10 /// NBPF11 /// NBPF8	blue
ZCCHC2	grey
PIGU	turquoise
RAVER1	black
GABPB2	lightcyan
TFDP1	turquoise
MTIF2	turquoise
SOCS4	turquoise
PRPF18	turquoise
FRMD4B	yellow
ZNF252P-AS1	pink
COX7B	turquoise
FAM213B	brown
SIGIRR	grey60
IGLV4-3 /// IGLV4-3	pink
LDHC	greenyellow
SLC39A1	turquoise
IRF2	brown
FAM229B	blue
KLHL26	pink
LOC101929002	grey
CTF1	grey
PSMD11	turquoise
TANK	blue
BRCA2	turquoise
FZD2	blue
RP11-429B14.4	grey
ATG14	brown
MORF4L2	lightcyan
TNFRSF11A	greenyellow
LOC102723779	yellow
TMEM70	turquoise
TACSTD2	grey
TM7SF2	grey60
AK055910 /// ZBTB1	grey
ERCC3	turquoise
SLC9A8	turquoise
FAM133B /// FAM133DP	lightcyan
NDUFS3	turquoise
CD34	blue
PGF	red
GSTO2	red
MED16	grey60
LOC100507501	pink
EFHC2	red
RPLP0P1 /// RPLP0P1	pink
WDR76	turquoise
MANBA	turquoise
NCOA3	blue
SKA3	turquoise
PBX4	blue
LOC100506113	pink
VPS35	brown
AC005306.3	tan
HIST1H3G	turquoise
USP40	brown
AK055981	turquoise
SALL4	pink
FRS3	grey
SLN	grey
BLM	yellow
SLC29A1	blue
LOC644656	grey
PDE10A	brown
HYLS1	turquoise
MRPL27	turquoise
CBLN3	grey
GDI2	midnightblue
C12orf45	turquoise
NXF1	turquoise
METTL21B	grey
CHMP1A	black
TAAR9	pink
DEXI	blue
SPTLC2	turquoise
SCAMP4	grey60
GNPAT	brown
SH3PXD2B	blue
HHAT	grey
ZNF692	red
LOC100287497	red
FAM63B	blue
EID3	blue
LCE1E	pink
SHOX	pink
BCO2	grey
RPIA	turquoise
CEPT1	lightcyan
FAM53C	blue
RPS6KA5	greenyellow
SAE1	turquoise
LOC100133315	red
MOB1A	turquoise
GLB1L	brown
SCFD2	turquoise
PI16	grey
IFIH1	cyan
NR1H2	grey
LOC286437	red
RAX	black
RBM12B	turquoise
SERINC1	brown
LEF1	purple
LOC100268168	pink
SHOC2	turquoise
TPP2	turquoise
GAS2L1	black
TRIM4	red
FAM173A	grey
CA14	pink
CNTN4	grey
ZBTB34	grey
SERPINF2	grey
TMEM44-AS1	magenta
